id,created_at,rating,score,sample_url,sample_width,sample_height,preview_url,tags
238,1264803516,s,0,"//safebooru.org/images/1/3e4ea90508ed99203c49252d1dc288b0d8fa2992.jpg",850,1200,"//safebooru.org/thumbnails/1/thumbnail_3e4ea90508ed99203c49252d1dc288b0d8fa2992.jpg","blonde_hair blush dress flat_chest hat highres irui_guneden kanko_nakamura nakamura_kanko nurse sanger_zonvolt short_hair super_robot_wars sword thigh_highs thighhighs uniform yellow_eyes zengar_zombolt zettai_ryouiki"
239,1264803517,s,1,"//safebooru.org/samples/1/sample_e041cc5effa29cb7172cbee40996c47b402bfbb7.jpg",850,553,"//safebooru.org/thumbnails/1/thumbnail_e041cc5effa29cb7172cbee40996c47b402bfbb7.jpg","amane_(singer) animal_ears beat_mario catgirl glasses kamiya_yuu microphone rainbow wink"
240,1264803518,s,0,"//safebooru.org/samples/1/sample_3e06c19a6b074c57008bd0e85ea19d1191208141.png",850,1235,"//safebooru.org/thumbnails/1/thumbnail_3e06c19a6b074c57008bd0e85ea19d1191208141.png","kisaragi_chihaya komi_zumiko panda_ga_ippiki the_idolm@ster thigh-highs"
241,1264803518,s,5,"//safebooru.org/images/1/a73815746e181e837b682fa2ce6239fea6c06490.jpg",600,600,"//safebooru.org/thumbnails/1/thumbnail_a73815746e181e837b682fa2ce6239fea6c06490.jpg","asuke_kanna braid braids darker_than_black feet glass hands kanna_asuke kneeling kotatsu pantyhose plait red_hair redhead single_braid suou_pavlichenko table"
242,1264803518,s,2,"//safebooru.org/images/1/24c9e3624d51163aadd55399a1ddd6d85d41e392.png",1440,1091,"//safebooru.org/thumbnails/1/thumbnail_24c9e3624d51163aadd55399a1ddd6d85d41e392.png","hatsune_miku long_hair open_mouth solo thigh-highs twintails vocaloid"
243,1264803520,s,0,"//safebooru.org/samples/1/sample_1cdc4a9e6712c2915ff618a9d07fd4265cb38db5.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_1cdc4a9e6712c2915ff618a9d07fd4265cb38db5.jpg","bunny card_captor_sakura clamp close glasses green_eyes hug white_hair yue_(card_captor_sakura)"
244,1264803520,s,0,"//safebooru.org/samples/1/sample_e1fcdc9abc7b552cde3ccd443e12ff2fb48a8bb2.png",850,1255,"//safebooru.org/thumbnails/1/thumbnail_e1fcdc9abc7b552cde3ccd443e12ff2fb48a8bb2.png","blue_hair kisaragi_chihaya komi_zumiko panda_ga_ippiki the_idolm@ster"
245,1264803521,s,1,"//safebooru.org/samples/1/sample_a6a45135546c3ebc23ed9e171158b0dd1327d320.jpg",850,646,"//safebooru.org/thumbnails/1/thumbnail_a6a45135546c3ebc23ed9e171158b0dd1327d320.jpg","blue_hair dress gorogorou hair_ribbon hatsune_miku holding_hands long_hair open_mouth ribbon twintails very_long_hair vocaloid"
246,1264803521,s,2,"//safebooru.org/samples/1/sample_29770250f7b0b3d6dda5747b6f8ea37e300bd0b4.jpg",850,626,"//safebooru.org/thumbnails/1/thumbnail_29770250f7b0b3d6dda5747b6f8ea37e300bd0b4.jpg","brown_eyes brown_hair cardigan glasses nagato_yuki school_uniform seifuku shiva_(executor) short_hair suzumiya_haruhi_no_shoushitsu suzumiya_haruhi_no_yuuutsu"
247,1264803522,s,1,"//safebooru.org/samples/1/sample_2401f188f29796130d141f9150fa70478105d2c2.jpg",850,680,"//safebooru.org/thumbnails/1/thumbnail_2401f188f29796130d141f9150fa70478105d2c2.jpg","bare_foot beach blonde_hair sky straw_hat summer_dress"
248,1264803523,s,0,"//safebooru.org/samples/1/sample_f754c66e42219be90a91e419e1b146ada0640cff.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_f754c66e42219be90a91e419e1b146ada0640cff.jpg","clamp green_eyes heterochromia orange_hair sakura syaoran tsubasa_reservoir_chronicle"
249,1264803524,s,0,"//safebooru.org/samples/1/sample_61372ff83620dc315103c18f75aaeb4a49702748.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_61372ff83620dc315103c18f75aaeb4a49702748.jpg","clamp head_in_lap sakura syaoran tsubasa_reservoir_chronicle"
250,1264803525,s,1,"//safebooru.org/samples/1/sample_a51aec99cdc7557f73b303d0c0849fe0ca9c1894.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_a51aec99cdc7557f73b303d0c0849fe0ca9c1894.jpg","head_ornament mahou_shoujo_lyrical_nanoha mahou_shoujo_lyrical_nanoha_a's mahou_shoujo_lyrical_nanoha_strikers vita"
252,1264803526,s,6,"//safebooru.org/samples/1/sample_5715970564499a22134765d082efcb08733e8898.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_5715970564499a22134765d082efcb08733e8898.jpg","aqua_hair closed_eyes dress green_hair hair_bobbles hair_ornament happy hatsune_miku headphones highres kuko long_hair pantyhose solo twintails umbrella very_long_hair vocaloid wallpaper white"
253,1264803527,s,4,"//safebooru.org/samples/1/sample_0d370731e5e19a4df68ef52dbfd3b6daec873997.jpg",850,601,"//safebooru.org/thumbnails/1/thumbnail_0d370731e5e19a4df68ef52dbfd3b6daec873997.jpg","blue_eyes cloud dress flower grave hair_ornament hair_ribbon light long_hair petals ribbon scenery sky sunset white_hair"
254,1264803528,s,1,"//safebooru.org/samples/1/sample_48ec896025def208dc4bf7bbdb08de88286a5963.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_48ec896025def208dc4bf7bbdb08de88286a5963.jpg","bangs black_hair close kimi_ni_todoke kuronuma_sawako"
256,1264803528,s,5,"//safebooru.org/samples/1/sample_e692f8069c6e2bf6df5bedda11cd6ae15d988cf2.jpg",850,603,"//safebooru.org/thumbnails/1/thumbnail_e692f8069c6e2bf6df5bedda11cd6ae15d988cf2.jpg","alice_(wonderland) alice_in_wonderland blonde_hair blue_eyes book card crown"
257,1264803530,s,2,"//safebooru.org/samples/1/sample_8e719c346d1034cd3c00a3431320b3e4673ad722.jpg",850,604,"//safebooru.org/thumbnails/1/thumbnail_8e719c346d1034cd3c00a3431320b3e4673ad722.jpg","2girls blush holding_hands karory long_hair lying seifuku"
258,1264803531,s,1,"//safebooru.org/samples/1/sample_cc9fb39a16bbba504a5e66391bc66138f7e73444.jpg",850,472,"//safebooru.org/thumbnails/1/thumbnail_cc9fb39a16bbba504a5e66391bc66138f7e73444.jpg","japanese_clothes katanagatari long_hair solo sword togame very_long_hair weapon white_hair widescreen"
259,1264803532,s,0,"//safebooru.org/samples/1/sample_f83a18867608c5c96a3e87e8710b6d86e8988918.jpg",850,746,"//safebooru.org/thumbnails/1/thumbnail_f83a18867608c5c96a3e87e8710b6d86e8988918.jpg","hug katanagatari no_panties smile togame white_hair yasuri_shichika"
260,1264803533,s,4,"//safebooru.org/samples/1/sample_265296d7e7ad338baa0ce67fa5bef1b293adbfaf.jpg",850,1204,"//safebooru.org/thumbnails/1/thumbnail_265296d7e7ad338baa0ce67fa5bef1b293adbfaf.jpg","bakemonogatari blush book braid braids glasses hanekawa_tsubasa highres lips long_hair monogatari_(series) plait school_uniform smile solo tsubasa_hanekawa uniform"
263,1264803534,s,1,"//safebooru.org/images/1/72fb99a2fc432afec05a496829a27354b586b829.jpg",1024,768,"//safebooru.org/thumbnails/1/thumbnail_72fb99a2fc432afec05a496829a27354b586b829.jpg","brown_hair japanese_clothes kimono nagato_yuki nanabuluku short_hair suzumiya_haruhi_no_yuuutsu uchikake veil white"
264,1264803535,s,0,"//safebooru.org/images/1/ece74e444a3d3e898756724fbf0e108b2104471d.jpg",1024,768,"//safebooru.org/thumbnails/1/thumbnail_ece74e444a3d3e898756724fbf0e108b2104471d.jpg","japanese_clothes kimono nagato_yuki suzumiya_haruhi_no_yuuutsu white"
265,1264803536,s,2,"//safebooru.org/samples/1/sample_eb945e4736e51d29efacc69a9301a254999d0131.jpg",850,636,"//safebooru.org/thumbnails/1/thumbnail_eb945e4736e51d29efacc69a9301a254999d0131.jpg","brown_hair cardigan classroom coat glasses letterboxed nagato_yuki purple_hair school_uniform seifuku shino_(eefy) short_hair snow solo suzumiya_haruhi_no_shoushitsu suzumiya_haruhi_no_yuuutsu yellow_eyes"
266,1264803537,s,1,"//safebooru.org/samples/1/sample_fd7ce526258ec0832dab6d9cf631aaf2a29e9ae0.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_fd7ce526258ec0832dab6d9cf631aaf2a29e9ae0.jpg","bench black_hair blush breath flower gift green_eyes hair_flower hair_ornament highres holding holding_gift incoming_gift long_hair necktie saten_ruiko scarf school_uniform serafuku sitting to_aru_kagaku_no_railgun to_aru_majutsu_no_index valentine"
267,1264803538,s,0,"//safebooru.org/images/1/705462b03fb9ffb7d423f5c55b70887ece5b5b89.png",1920,1200,"//safebooru.org/thumbnails/1/thumbnail_705462b03fb9ffb7d423f5c55b70887ece5b5b89.png","baka_to_test_to_shoukanjuu blue male tsuchiya_kouta vector"
268,1264803539,s,2,"//safebooru.org/samples/1/sample_d26a86e7a83ef7da2c0706e6dc32e06d9a6814b2.png",850,1241,"//safebooru.org/thumbnails/1/thumbnail_d26a86e7a83ef7da2c0706e6dc32e06d9a6814b2.png","blue_hair kisaragi_chihaya komi_zumiko panda_ga_ippiki the_idolm@ster"
269,1264803539,s,2,"//safebooru.org/samples/1/sample_659d88b1fa7930f6712a8046759e3a5d84ad37ce.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_659d88b1fa7930f6712a8046759e3a5d84ad37ce.jpg","3girls brown_hair hidamari_sketch nazuna nori short_hair yuno"
270,1264803540,s,2,"//safebooru.org/samples/1/sample_e8b50c730f5297a3209fab1634af6f1cd071f651.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_e8b50c730f5297a3209fab1634af6f1cd071f651.jpg","blazer blush brown_eyes brown_hair buttons collar guitar hair_ornament hairclip highres hirasawa_yui k-on! open_mouth ribbon school_uniform shirt short_hair skirt wallpaper"
271,1264803541,s,1,"//safebooru.org/images/1/efe0cb124e62c4eb55aa9ead95e6df0acd19d62b.png",1600,1200,"//safebooru.org/thumbnails/1/thumbnail_efe0cb124e62c4eb55aa9ead95e6df0acd19d62b.png","bookbag hayate_no_gotoku! long_hair purple_hair saginomiya_isumi"
272,1264803542,s,2,"//safebooru.org/images/1/5fce6c6af250841c3ab8f1f031c3cd6307ec30b4.png",1680,1050,"//safebooru.org/thumbnails/1/thumbnail_5fce6c6af250841c3ab8f1f031c3cd6307ec30b4.png","glasses harukaze_chiharu hayate_no_gotoku! ribbon tsurime_eyes"
273,1264803544,s,0,"//safebooru.org/images/1/ac7939977b072266d8bf6619ad793349a85b59a2.png",1680,1050,"//safebooru.org/thumbnails/1/thumbnail_ac7939977b072266d8bf6619ad793349a85b59a2.png","green_eyes hayate_no_gotoku! kasumi_aika long_hair pink_hair"
274,1264803544,s,1,"//safebooru.org/samples/1/sample_2c1798fe2ea64ea13b9b3c16d6aa7755bfbde11e.png",850,1242,"//safebooru.org/thumbnails/1/thumbnail_2c1798fe2ea64ea13b9b3c16d6aa7755bfbde11e.png","kimono kisaragi_chihaya komi_zumiko panda_ga_ippiki the_idolm@ster"
275,1264803544,s,0,"//safebooru.org/samples/1/sample_238db93031dfdc11907a699fcb5a60c8ca98ad4a.png",850,531,"//safebooru.org/thumbnails/1/thumbnail_238db93031dfdc11907a699fcb5a60c8ca98ad4a.png","blush cyan kimi_ni_todoke kuronuma_sawako vector"
276,1264803545,s,5,"//safebooru.org/samples/1/sample_a50e1a72e47f16b568c3b50d8bc9708a00196dca.jpg",850,1187,"//safebooru.org/thumbnails/1/thumbnail_a50e1a72e47f16b568c3b50d8bc9708a00196dca.jpg","2girls absurdres akiman bracelet breast_press breasts brown_hair bun_cover capcom capcom_vs_snk chun-li double_bun eyeshadow highres japanese_clothes jewelry king_of_fighters large_breasts long_hair multiple_girls pantyhose ponytail shiranui_mai short_hair sideboob snk spiked_bracelet spikes street_fighter symmetrical_docking thick_thighs thighs yasuda_akira"
277,1264803545,s,0,"//safebooru.org/samples/1/sample_069e82ccc6f8c76ef316dbadd44c585349ea4720.png",850,531,"//safebooru.org/thumbnails/1/thumbnail_069e82ccc6f8c76ef316dbadd44c585349ea4720.png","black_hair cyan kazehaya_shouta kimi_ni_todoke vector"
278,1264803546,s,0,"//safebooru.org/samples/1/sample_84d9232aa71ab2518391803e18e0b96c7582d496.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_84d9232aa71ab2518391803e18e0b96c7582d496.jpg","blush kimono mito_mashiro moekibara_fumitake purple_eyes tayutama white_hair"
279,1264803547,s,2,"//safebooru.org/samples/1/sample_4c4e0d93f6fc8d1bca8dcdbf1d77faa555f7417e.jpg",850,770,"//safebooru.org/thumbnails/1/thumbnail_4c4e0d93f6fc8d1bca8dcdbf1d77faa555f7417e.jpg","azuri_hyuuga black_eyes black_hair blush floral_print flower hair_flower hair_ornament hyuuga_azuri japanese_clothes katana kimono legs long_hair new_year original sitting solo sword tabi teapot tiger weapon"
280,1264803547,s,0,"//safebooru.org/samples/1/sample_ed3606ae329a153d73bfb0f8f71b285613b1ce42.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_ed3606ae329a153d73bfb0f8f71b285613b1ce42.jpg","blush headband mito_mashiro moekibara_fumitake purple_eyes tayutama"
281,1264803547,s,0,"//safebooru.org/samples/1/sample_440046a696d6d74629dafe5a81b40bca9e7c3621.png",850,1248,"//safebooru.org/thumbnails/1/thumbnail_440046a696d6d74629dafe5a81b40bca9e7c3621.png","kisaragi_chihaya komi_zumiko panda_ga_ippiki rain the_idolm@ster"
282,1264803549,s,1,"//safebooru.org/images/1/aa299861b5bec04206a4fb84ebb3a22420d32a24.png",1280,960,"//safebooru.org/thumbnails/1/thumbnail_aa299861b5bec04206a4fb84ebb3a22420d32a24.png","cat cheri green_eyes green_hair hatsune_miku heart lace open_mouth twintails vocaloid"
283,1264803550,s,0,"//safebooru.org/samples/1/sample_2d52076d1ec3faa890b3e71207c7049936550081.jpg",850,513,"//safebooru.org/thumbnails/1/thumbnail_2d52076d1ec3faa890b3e71207c7049936550081.jpg","1boy bandana facepaint japanese_clothes kusuriuri_(mononoke) long_hair male mirunai mononoke pointy_ears seigaiha solo"
285,1264803551,s,2,"//safebooru.org/samples/1/sample_1cb80630401aa936ebd74b886ee501418464f9ab.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_1cb80630401aa936ebd74b886ee501418464f9ab.jpg","nagato_yuki polychromatic solo suzumiya_haruhi_no_yuuutsu violin"
286,1264803552,s,2,"//safebooru.org/samples/1/sample_d5e3c702b088f991a5b87151a1990a305510e4f4.jpg",850,398,"//safebooru.org/thumbnails/1/thumbnail_d5e3c702b088f991a5b87151a1990a305510e4f4.jpg","5boys axis_powers_hetalia bandaid blonde_hair boots bow boy denmark_(hetalia) english finland_(hetalia) gloves hat iceland_(hetalia) male menou multiple_boys norway_(hetalia) sailor_hat snow sweden_(hetalia) violet_eyes white_hair wind"
287,1264803553,s,2,"//safebooru.org/images/1/88fe98ce0a9c5a7a119a74965ee1eccb93f9a232.jpg",1024,768,"//safebooru.org/thumbnails/1/thumbnail_88fe98ce0a9c5a7a119a74965ee1eccb93f9a232.jpg","dogs:_bullets_&_carnage dogs_(manga) multicolored_hair nill wings"
288,1264803554,s,3,"//safebooru.org/samples/1/sample_7074fa5abe4ff4127e947909593e35c2079b0768.jpg",850,599,"//safebooru.org/thumbnails/1/thumbnail_7074fa5abe4ff4127e947909593e35c2079b0768.jpg","axis_powers_hetalia blonde_hair blood blue_eyes cape denmark_(hetalia) norway_(hetalia) sword weapon yupopo_(hidame)"
289,1264803554,s,2,"//safebooru.org/samples/1/sample_0492aaa746321323ca9e7dfab97027f7d5d1776f.jpg",850,680,"//safebooru.org/thumbnails/1/thumbnail_0492aaa746321323ca9e7dfab97027f7d5d1776f.jpg","blush double_bun everyone flat_chest flower hair_flower hair_ornament japanese_clothes kimono kobayakawa_rinko long_hair love_plus mino_tarou new_year official_art short_hair takane_manaka wallpaper wink yukata"
290,1264803555,s,0,"//safebooru.org/samples/1/sample_1b8312c02479317d89ffcf88b8f746687a00b679.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_1b8312c02479317d89ffcf88b8f746687a00b679.jpg","allen_walker d.gray-man polychromatic soda solo"
291,1264803555,s,0,"//safebooru.org/samples/1/sample_57ab6d7528ac7f1714b255de46aedb52b5224840.png",850,1250,"//safebooru.org/thumbnails/1/thumbnail_57ab6d7528ac7f1714b255de46aedb52b5224840.png","dress kisaragi_chihaya komi_zumiko panda_ga_ippiki the_idolm@ster"
292,1264803555,s,1,"//safebooru.org/samples/1/sample_0b565379c55a87fd4a4e64689e170fea1d06769c.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_0b565379c55a87fd4a4e64689e170fea1d06769c.jpg","mahou_shoujo_lyrical_nanoha mahou_shoujo_lyrical_nanoha_strikers solo takamachi_nanoha thigh-highs"
293,1264803556,s,1,"//safebooru.org/samples/1/sample_cac98e52002b93e7ed3fb4b77428f4308f545324.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_cac98e52002b93e7ed3fb4b77428f4308f545324.jpg","battle dragon epic nekomimi weapon"
294,1264803557,s,0,"//safebooru.org/samples/1/sample_256572cca71b10b510d5c47356d176b305b560ca.jpg",850,567,"//safebooru.org/thumbnails/1/thumbnail_256572cca71b10b510d5c47356d176b305b560ca.jpg","green_hair hatsune_miku solo twintails vocaloid"
295,1264803557,s,0,"//safebooru.org/samples/1/sample_d0586dd0660481050f1aece66e5d2315b2a7c0d2.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_d0586dd0660481050f1aece66e5d2315b2a7c0d2.jpg","close saten_ruiko to_aru_kagaku_no_railgun vector white"
296,1264803561,s,0,"//safebooru.org/samples/1/sample_164ca1fffecc74281aea271ba708cbc3bfb9ea31.jpg",850,564,"//safebooru.org/thumbnails/1/thumbnail_164ca1fffecc74281aea271ba708cbc3bfb9ea31.jpg","bikini_top black_rock_shooter black_rock_shooter_(character) blue_hair long_hair"
297,1264803561,s,1,"//safebooru.org/samples/1/sample_73aad22910a9087cd083b3b02df7ec0ed25cb4fa.jpg",850,1211,"//safebooru.org/thumbnails/1/thumbnail_73aad22910a9087cd083b3b02df7ec0ed25cb4fa.jpg","1girl bob_cut collarbones cover heart highres kobayakawa_rinko konami love_plus official_art scan short_hair smile topless"
298,1264803561,s,1,"//safebooru.org/samples/1/sample_d36c1fb012f746b03c6b89fc519ae46d96dc24a1.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_d36c1fb012f746b03c6b89fc519ae46d96dc24a1.jpg","baka_to_test_to_shoukanjuu blush kinoshita_hideyoshi male trap"
299,1264803563,s,0,"//safebooru.org/samples/1/sample_76a496912b6b39286b949ce96f535741f3dca6ce.png",850,622,"//safebooru.org/thumbnails/1/thumbnail_76a496912b6b39286b949ce96f535741f3dca6ce.png","bikini crease kisaragi_chihaya komi_zumiko panda_ga_ippiki swimsuits the_idolm@ster"
300,1264803563,s,3,"//safebooru.org/images/1/e9177d9e6147079b2d00f8014aec8cb35ccc323e.jpg",800,800,"//safebooru.org/thumbnails/1/thumbnail_e9177d9e6147079b2d00f8014aec8cb35ccc323e.jpg","1girl bad_id blush bow cocoa cocoa_(toba) collar dog_ears dog_tail fang flat_chest mizuki_kotora original red_eyes ribbon sitting skirt solo tail thighhighs zettai_ryouiki"
301,1264803563,s,3,"//safebooru.org/samples/1/sample_ebdf1baca3a3257f55f7aef6fdb6bb0c2431f158.jpg",850,605,"//safebooru.org/thumbnails/1/thumbnail_ebdf1baca3a3257f55f7aef6fdb6bb0c2431f158.jpg","aqua_eyes aqua_hair bad_id blue_hair bow breasts cleavage fang hair_ribbon hatsune_miku holding_hands long_hair multiple_girls musical_note purple_hair red_eyes ribbon ribbons rotational_symmetry serenade_(sinohi) twintails very_long_hair vocaloid zatsune_miku"
302,1264803564,s,0,"//safebooru.org/samples/1/sample_cd680f269c0160917fdc77a1ffe26796e1014b2d.jpg",850,567,"//safebooru.org/thumbnails/1/thumbnail_cd680f269c0160917fdc77a1ffe26796e1014b2d.jpg","axis_powers_hetalia blonde blue_eyes male norway_(hetalia) short_hair"
303,1264803564,s,2,"//safebooru.org/images/1/d9672a47c0c08779106ef675bf7697e86477453c.jpg",600,600,"//safebooru.org/thumbnails/1/thumbnail_d9672a47c0c08779106ef675bf7697e86477453c.jpg","1girl bloomers blush buruma child flat_chest gym_uniform hair_bobbles hair_ornament kneehighs kodomo_no_jikan kokonoe_rin long_hair nanaichi red_eyes shoes socks solo twintails uwabaki white_legwear"
304,1264803566,s,0,"//safebooru.org/images/1/602fee846c4b5f2c59ae305df077b60eeef33012.png",1280,1024,"//safebooru.org/thumbnails/1/thumbnail_602fee846c4b5f2c59ae305df077b60eeef33012.png","artist_request blue_hair character_request green_eyes weapon"
305,1264803566,s,2,"//safebooru.org/samples/1/sample_470b33ec067569888b2c690cd99bbce86d3cd78d.jpg",850,512,"//safebooru.org/thumbnails/1/thumbnail_470b33ec067569888b2c690cd99bbce86d3cd78d.jpg","1girl bare_shoulders dress flowers frilly frilly_dress glasses long_hair original scenery smiling water"
306,1264803568,s,1,"//safebooru.org/samples/1/sample_4a229830cb18e0ac207faafcf7e7416e070b9da3.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_4a229830cb18e0ac207faafcf7e7416e070b9da3.jpg","brown_hair closed_eyes couple flower kiss long_hair merupuri night shooting_star short_hair wallpaper water"
308,1264803568,s,0,"//safebooru.org/samples/1/sample_71cab2b96669ff9de33f6c9dfe33f339a379efc6.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_71cab2b96669ff9de33f6c9dfe33f339a379efc6.jpg","1boy akira brown_hair chair jacket kaneda_shoutarou motorcycle road_sign sitting watermark"
309,1264803569,s,0,"//safebooru.org/samples/1/sample_8f35721431de01382a4fd59a47ee54a53d4fd0c5.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_8f35721431de01382a4fd59a47ee54a53d4fd0c5.jpg","1boy 1girl brown_hair cape crown dress long_hair merupuri original ribbon short_hair sword"
310,1264803570,s,0,"//safebooru.org/samples/1/sample_56ea37fa0d914473d2f6432706735c6882b068bb.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_56ea37fa0d914473d2f6432706735c6882b068bb.jpg","1boy akira black_hair gun jacket kaneda_shotaro kaneda_shoutarou male short_hair solo"
311,1264803570,s,2,"//safebooru.org/samples/1/sample_c93936990589ae8e8372be44c632d4f8213e2e69.jpg",850,560,"//safebooru.org/thumbnails/1/thumbnail_c93936990589ae8e8372be44c632d4f8213e2e69.jpg","akira city cityscape explosion mountains scenery"
312,1264803571,s,0,"//safebooru.org/samples/1/sample_464d49b76a91f31a125404cbe1990ccb74584064.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_464d49b76a91f31a125404cbe1990ccb74584064.jpg","animal bird brown_hair clouds higashi_no_eden randomiss88 sky watermark"
313,1264803572,s,1,"//safebooru.org/samples/1/sample_b81aaafd91d2992ad11838f1c557a642ac1511a0.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_b81aaafd91d2992ad11838f1c557a642ac1511a0.jpg","durarara! knife orihara_izaya signed watermark"
314,1264803573,s,0,"//safebooru.org/samples/1/sample_54a412c18df5a511750e8abf39bd2970c7e4dec4.png",850,638,"//safebooru.org/thumbnails/1/thumbnail_54a412c18df5a511750e8abf39bd2970c7e4dec4.png","blue_hair looking_at_viewer noel_kannagi sora_no_woto transparent vector"
315,1264803575,s,1,"//safebooru.org/samples/1/sample_610e109818df2cc774bc5bd323626eb760e77afd.png",850,1215,"//safebooru.org/thumbnails/1/thumbnail_610e109818df2cc774bc5bd323626eb760e77afd.png","blue_hair kisaragi_chihaya komi_zumiko orange_eyes panda_ga_ippiki the_idolm@ster"
316,1264803576,s,0,"//safebooru.org/samples/1/sample_8f66c14ee184082671fc94a99493e55538291c97.png",850,640,"//safebooru.org/thumbnails/1/thumbnail_8f66c14ee184082671fc94a99493e55538291c97.png","blue_hair green_eyes hairclip navel needless potato_chip setsuna_(needless) short_hair spiky_hair sweater transparent vector"
318,1264803578,s,3,"//safebooru.org/samples/1/sample_68464c3403ff5ed49bba793a3b9eae99039cdc96.jpg",850,421,"//safebooru.org/thumbnails/1/thumbnail_68464c3403ff5ed49bba793a3b9eae99039cdc96.jpg","blonde_hair braid broom dress hat highres kamiya_tomoe kirisame_marisa magic magic_circle master_spark ribbons solo star thigh-highs thighhighs touhou wallpaper widescreen witch_hat yellow_eyes"
319,1264803579,s,0,"//safebooru.org/images/1/c0f66cac920ca5238d87b7d30a60912168f63388.png",1920,1200,"//safebooru.org/thumbnails/1/thumbnail_c0f66cac920ca5238d87b7d30a60912168f63388.png","baka_to_test_to_shoukanjuu blush polychromatic shimada_hazuki vector"
320,1264803581,s,0,"//safebooru.org/samples/1/sample_98663774387eaecdf849718e7b643ddb228c9627.png",850,623,"//safebooru.org/thumbnails/1/thumbnail_98663774387eaecdf849718e7b643ddb228c9627.png","crease kisaragi_chihaya komi_zumiko panda_ga_ippiki the_idolm@ster"
321,1264803581,s,3,"//safebooru.org/samples/1/sample_65fe551df9b16c1bf378f828556f4523f3215432.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_65fe551df9b16c1bf378f828556f4523f3215432.jpg","ayasaki_hayate hayate_no_gotoku! katsura_hinagiku maria nishizawa_ayumu sanzenin_nagi"
322,1264803582,s,1,"//safebooru.org/samples/1/sample_f6b1d75db3611ddf92c7fe4e5a8526f718ce524d.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_f6b1d75db3611ddf92c7fe4e5a8526f718ce524d.jpg","closed_eyes detached_sleeves haru_aki hatsune_miku long_hair necktie sitting skirt thigh_boots thighhighs twintails very_long_hair vocaloid wallpaper"
323,1264803583,s,2,"//safebooru.org/samples/1/sample_67f112779b2c599707805e4aa50be709d2eb8692.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_67f112779b2c599707805e4aa50be709d2eb8692.jpg","blue_eyes detached_sleeves haru_aki hatsune_miku long_hair mechanical_wings nail_polish necktie pleated_skirt skirt tattoo thighhighs twintails very_long_hair vocaloid wings zettai_ryouiki"
324,1264803583,s,0,"//safebooru.org/samples/1/sample_da1035300f86eccb45c66aea1369b9422484986f.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_da1035300f86eccb45c66aea1369b9422484986f.jpg","blonde_hair blue_eyes haru_aki kagamine_len sword vocaloid"
325,1264803584,s,5,"//safebooru.org/samples/1/sample_3715095d004495f2429fa532da129ef572b0f1aa.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_3715095d004495f2429fa532da129ef572b0f1aa.jpg",":d alternate_hair_length alternate_hairstyle blue_eyes blue_hair bow cirno dress foreshortening hair_bow hand_on_hip haru_aki ice long_hair open_mouth pointing smile standing touhou very_long_hair wings"
326,1264803585,s,4,"//safebooru.org/samples/1/sample_fed650c7ef4210a37de628990e21e565d16662e0.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_fed650c7ef4210a37de628990e21e565d16662e0.jpg",":d black_hair blonde_hair bow brown_eyes grin hakurei_reimu happy haru_aki hat hug kirisame_marisa long_hair multiple_girls no_panties open_mouth ponytail profile smile sparkle touhou witch_hat yellow_eyes"
327,1264803586,s,1,"//safebooru.org/samples/1/sample_c3feab4453990b7e0ffa2986de8df78225a7d640.png",850,1248,"//safebooru.org/thumbnails/1/thumbnail_c3feab4453990b7e0ffa2986de8df78225a7d640.png","headphones kisaragi_chihaya komi_zumiko panda_ga_ippiki seifuku the_idolm@ster"
